DATE,CORESTICKM159SFRBATL
2011-07-01,1.6024723666666667
2011-10-01,1.9099771333333333
2012-01-01,2.0862924666666667
2012-04-01,2.2080746333333333
2012-07-01,2.2178182666666667
2012-10-01,2.1709293000000000
2013-01-01,2.1047388666666667
2013-04-01,1.9066159333333333
2013-07-01,1.8908401000000000
2013-10-01,1.8776708666666667
2014-01-01,1.8106191666666667
2014-04-01,2.0989122000000000
2014-07-01,2.0057868666666667
2014-10-01,1.9938367666666667
2015-01-01,1.9889290000000000
2015-04-01,2.0815810333333333
2015-07-01,2.2003728333333333
2015-10-01,2.3983863000000000
2016-01-01,2.5142698000000000
2016-04-01,2.5593518000000000
2016-07-01,2.6435869333333333
2016-10-01,2.5434212333333333
2017-01-01,2.5964553333333333
2017-04-01,2.1822036666666667
2017-07-01,2.1144326666666667
2017-10-01,2.1444406666666667
2018-01-01,2.2224660000000000
2018-04-01,2.5305443333333333
2018-07-01,2.4714816666666667
2018-10-01,2.4520506666666667
2019-01-01,2.3872883333333333
2019-04-01,2.4089693333333333
2019-07-01,2.5656203333333333
2019-10-01,2.7493063333333333
2020-01-01,2.7524606666666667
2020-04-01,2.1229020000000000
2020-07-01,2.2384086666666667
2020-10-01,1.7857816666666667
2021-01-01,1.5836683333333333
2021-04-01,2.4913580000000000
2021-07-01,2.4323036666666667
2021-10-01,3.2446940000000000
2022-01-01,4.2847173333333333
2022-04-01,5.0432406666666667
2022-07-01,6.0032763333333333
2022-10-01,6.4844033333333333
2023-01-01,6.5333169303333333
